Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Is_Outlier,Year,Week,Month,Month_Sin,Month_Cos,Week_Sin,Week_Cos,Sales_Lag_1,Sales_Lag_52,Sales_Roll_Mean_4,Weeks_From_End
1,2011-09-30,1394561.83,0,79.69,3.355,216.7105965,7.962,False,2011,39,9,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,1380020.27,1453329.5,1496245.1275,57.0
1,2011-10-07,1630989.95,0,69.31,3.285,217.0453684,7.866,False,2011,40,10,-0.8660254037844386,0.5000000000000001,-0.992708874098054,0.1205366802553232,1394561.83,1508239.93,1457328.28,56.0
1,2011-10-14,1493525.93,0,71.74,3.274,217.3552733,7.866,False,2011,41,10,-0.8660254037844386,0.5000000000000001,-0.9709418174260521,0.23931566428755738,1630989.95,1459409.1,1479957.9575,55.0
1,2011-10-21,1502562.78,0,63.71,3.353,217.5159762,7.866,False,2011,42,10,-0.8660254037844386,0.5000000000000001,-0.9350162426854148,0.35460488704253557,1493525.93,1345454.0,1474774.4949999999,54.0
1,2011-10-28,1445249.09,0,66.57,3.372,217.6766791,7.866,False,2011,43,10,-0.8660254037844386,0.5000000000000001,-0.8854560256532101,0.464723172043768,1502562.78,1384209.22,1505410.1225,53.0
1,2011-11-04,1697229.58,0,54.98,3.332,217.837382,7.866,False,2011,44,11,-0.5000000000000004,0.8660254037844384,-0.822983865893657,0.5680647467311548,1445249.09,1551659.28,1518081.9375,52.0
1,2011-11-11,1594938.89,0,59.11,3.297,217.9980849,7.866,False,2011,45,11,-0.5000000000000004,0.8660254037844384,-0.7485107481711011,0.6631226582407952,1697229.58,1494479.49,1534641.845,51.0
1,2011-11-18,1539483.7,0,62.25,3.308,218.2205088,7.866,False,2011,46,11,-0.5000000000000004,0.8660254037844384,-0.6631226582407955,0.7485107481711007,1594938.89,1483784.18,1559995.085,50.0
1,2011-11-25,2033320.66,1,60.14,3.236,218.4676211,7.866,True,2011,47,11,-0.5000000000000004,0.8660254037844384,-0.5680647467311559,0.8229838658936564,1539483.7,1955624.11,1569225.315,49.0
1,2011-12-02,1584083.95,0,48.91,3.172,218.7147333,7.866,False,2011,48,12,-2.4492935982947064e-16,1.0,-0.4647231720437684,0.88545602565321,2033320.66,1548033.78,1716243.2075,48.0
1,2011-12-09,1799682.38,0,43.93,3.158,218.9618456,7.866,False,2011,49,12,-2.4492935982947064e-16,1.0,-0.35460488704253595,0.9350162426854147,1584083.95,1682614.26,1687956.8,47.0
1,2011-12-16,1881176.67,0,51.63,3.159,219.1794533,7.866,True,2011,50,12,-2.4492935982947064e-16,1.0,-0.2393156642875578,0.970941817426052,1799682.38,1891034.93,1739142.6725,46.0
1,2011-12-23,2270188.99,0,47.96,3.112,219.3577216,7.866,True,2011,51,12,-2.4492935982947064e-16,1.0,-0.12053668025532363,0.992708874098054,1881176.67,2387950.2,1824565.915,45.0
1,2011-12-30,1497462.72,1,44.55,3.129,219.5359898,7.866,False,2011,52,12,-2.4492935982947064e-16,1.0,6.432490598706546e-16,1.0,2270188.99,1367320.01,1883782.9975,44.0
1,2012-01-06,1550369.92,0,49.01,3.157,219.7142581,7.348,False,2012,1,1,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,1497462.72,1444732.28,1862127.69,43.0
1,2012-01-13,1459601.17,0,48.53,3.261,219.8925263,7.348,False,2012,2,1,0.49999999999999994,0.8660254037844387,0.23931566428755774,0.970941817426052,1550369.92,1391013.96,1799799.575,42.0
1,2012-01-20,1394393.84,0,54.11,3.268,219.9856893,7.348,False,2012,3,1,0.49999999999999994,0.8660254037844387,0.3546048870425356,0.9350162426854148,1459601.17,1327405.42,1694405.7,41.0
1,2012-01-27,1319325.59,0,54.26,3.29,220.0788523,7.348,False,2012,4,1,0.49999999999999994,0.8660254037844387,0.4647231720437685,0.8854560256532099,1394393.84,1316899.31,1475456.9125,40.0
1,2012-02-03,1636339.65,0,56.55,3.36,220.1720153,7.348,False,2012,5,2,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,1319325.59,1606629.58,1430922.6300000001,39.0
1,2012-02-10,1802477.43,1,48.02,3.409,220.2651783,7.348,False,2012,6,2,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011,1636339.65,1649614.93,1452415.0625,38.0
1,2012-02-17,1819870.0,0,45.32,3.51,220.4257586,7.348,False,2012,7,2,0.8660254037844386,0.5000000000000001,0.7485107481711011,0.6631226582407953,1802477.43,1686842.78,1538134.1275,37.0
1,2012-02-24,1539387.83,0,57.25,3.555,220.636902,7.348,False,2012,8,2,0.8660254037844386,0.5000000000000001,0.8229838658936564,0.5680647467311559,1819870.0,1456800.28,1644503.1675,36.0
1,2012-03-02,1688420.76,0,60.96,3.63,220.8480454,7.348,False,2012,9,3,1.0,6.123233995736766e-17,0.8854560256532099,0.4647231720437686,1539387.83,1636263.41,1699518.7275,35.0
1,2012-03-09,1675431.16,0,58.76,3.669,221.0591887,7.348,False,2012,10,3,1.0,6.123233995736766e-17,0.9350162426854148,0.35460488704253557,1688420.76,1553191.63,1712539.0050000001,34.0
1,2012-03-16,1677472.78,0,64.74,3.734,221.2118132,7.348,False,2012,11,3,1.0,6.123233995736766e-17,0.970941817426052,0.23931566428755804,1675431.16,1576818.06,1680777.4375,33.0
1,2012-03-23,1511068.07,0,65.93,3.787,221.2864126,7.348,False,2012,12,3,1.0,6.123233995736766e-17,0.992708874098054,0.120536680255323,1677472.78,1541102.38,1645178.1324999998,32.0
1,2012-03-30,1649604.63,0,67.61,3.845,221.3610119,7.348,False,2012,13,3,1.0,6.123233995736766e-17,1.0,-1.6081226496766364e-16,1511068.07,1495064.75,1638098.1925,31.0
1,2012-04-06,1899676.88,0,70.43,3.891,221.4356112,7.143,True,2012,14,4,0.8660254037844387,-0.4999999999999998,0.992708874098054,-0.12053668025532288,1649604.63,1614259.35,1628394.16,30.0
1,2012-04-13,1621031.7,0,69.07,3.891,221.5102105,7.143,False,2012,15,4,0.8660254037844387,-0.4999999999999998,0.9709418174260521,-0.2393156642875575,1899676.88,1559889.0,1684455.59,29.0
1,2012-04-20,1521577.87,0,66.76,3.877,221.5640737,7.143,False,2012,16,4,0.8660254037844387,-0.4999999999999998,0.9350162426854148,-0.35460488704253545,1621031.7,1564819.81,1670345.32,28.0
1,2012-04-27,1468928.37,0,67.23,3.814,221.6179368,7.143,False,2012,17,4,0.8660254037844387,-0.4999999999999998,0.8854560256532099,-0.4647231720437685,1521577.87,1455090.69,1672972.77,27.0
1,2012-05-04,1684519.99,0,75.55,3.749,221.6718,7.143,False,2012,18,5,0.49999999999999994,-0.8660254037844387,0.8229838658936565,-0.5680647467311557,1468928.37,1629391.28,1627803.705,26.0
1,2012-05-11,1611096.05,0,73.77,3.688,221.7256632,7.143,False,2012,19,5,0.49999999999999994,-0.8660254037844387,0.7485107481711013,-0.663122658240795,1684519.99,1604775.58,1574014.4825,25.0
1,2012-05-18,1595901.87,0,70.33,3.63,221.742674,7.143,False,2012,20,5,0.49999999999999994,-0.8660254037844387,0.6631226582407952,-0.7485107481711012,1611096.05,1428218.27,1571530.57,24.0
1,2012-05-25,1555444.55,0,77.22,3.561,221.744944,7.143,False,2012,21,5,0.49999999999999994,-0.8660254037844387,0.5680647467311558,-0.8229838658936564,1595901.87,1466046.67,1590111.57,23.0
1,2012-06-01,1624477.58,0,77.95,3.501,221.7472139,7.143,False,2012,22,6,1.2246467991473532e-16,-1.0,0.46472317204376906,-0.8854560256532096,1555444.55,1635078.41,1611740.615,22.0
1,2012-06-08,1697230.96,0,78.3,3.452,221.7494839,7.143,False,2012,23,6,1.2246467991473532e-16,-1.0,0.35460488704253584,-0.9350162426854147,1624477.58,1588948.32,1596730.0125000002,21.0
1,2012-06-15,1630607.0,0,79.35,3.393,221.7626421,7.143,False,2012,24,6,1.2246467991473532e-16,-1.0,0.23931566428755768,-0.970941817426052,1697230.96,1532114.86,1618263.74,20.0
1,2012-06-22,1527845.81,0,78.39,3.346,221.8030211,7.143,False,2012,25,6,1.2246467991473532e-16,-1.0,0.12053668025532308,-0.992708874098054,1630607.0,1438830.15,1626940.0225,19.0
1,2012-06-29,1540421.49,0,84.88,3.286,221.8434,7.143,False,2012,26,6,1.2246467991473532e-16,-1.0,-3.216245299353273e-16,-1.0,1527845.81,1488538.09,1620040.3375,18.0
1,2012-07-06,1769854.16,0,81.57,3.227,221.8837789,6.908,False,2012,27,7,-0.4999999999999997,-0.8660254037844388,-0.12053668025532283,-0.992708874098054,1540421.49,1534849.64,1599026.315,17.0
1,2012-07-13,1527014.04,0,77.12,3.256,221.9241579,6.908,False,2012,28,7,-0.4999999999999997,-0.8660254037844388,-0.23931566428755743,-0.9709418174260521,1769854.16,1455119.97,1617182.115,16.0
1,2012-07-20,1497954.76,0,80.42,3.311,221.9327267,6.908,False,2012,29,7,-0.4999999999999997,-0.8660254037844388,-0.3546048870425356,-0.9350162426854148,1527014.04,1396926.82,1591283.875,15.0
1,2012-07-27,1439123.71,0,82.66,3.407,221.9412954,6.908,False,2012,30,7,-0.4999999999999997,-0.8660254037844388,-0.46472317204376806,-0.8854560256532101,1497954.76,1352219.79,1583811.1124999998,14.0
1,2012-08-03,1631135.79,0,86.11,3.417,221.9498642,6.908,False,2012,31,8,-0.8660254037844384,-0.5000000000000004,-0.5680647467311556,-0.8229838658936565,1439123.71,1624383.75,1558486.6675,13.0
1,2012-08-10,1592409.97,0,85.05,3.494,221.9584329,6.908,False,2012,32,8,-0.8660254037844384,-0.5000000000000004,-0.663122658240795,-0.7485107481711013,1631135.79,1525147.09,1523807.075,12.0
1,2012-08-17,1597868.05,0,84.85,3.571,222.0384109,6.908,False,2012,33,8,-0.8660254037844384,-0.5000000000000004,-0.7485107481711011,-0.6631226582407952,1592409.97,1530761.43,1540156.0575,11.0
1,2012-08-24,1494122.38,0,77.66,3.62,222.1719457,6.908,False,2012,34,8,-0.8660254037844384,-0.5000000000000004,-0.8229838658936564,-0.5680647467311559,1597868.05,1464693.46,1565134.3800000001,10.0
1,2012-08-31,1582083.4,0,80.49,3.638,222.3054805,6.908,False,2012,35,8,-0.8660254037844384,-0.5000000000000004,-0.8854560256532096,-0.4647231720437691,1494122.38,1550229.22,1578884.0475,9.0
1,2012-09-07,1661767.33,1,83.96,3.73,222.4390153,6.908,False,2012,36,9,-1.0,-1.8369701987210297e-16,-0.9350162426854147,-0.3546048870425359,1582083.4,1540471.24,1566620.95,8.0
1,2012-09-14,1517428.87,0,74.97,3.717,222.5820193,6.908,False,2012,37,9,-1.0,-1.8369701987210297e-16,-0.970941817426052,-0.23931566428755774,1661767.33,1514259.78,1583960.29,7.0
1,2012-09-21,1506126.06,0,69.87,3.721,222.7818386,6.908,False,2012,38,9,-1.0,-1.8369701987210297e-16,-0.992708874098054,-0.12053668025532357,1517428.87,1380020.27,1563850.4949999999,6.0
1,2012-09-28,1437059.26,0,76.08,3.666,222.9816579,6.908,False,2012,39,9,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,1506126.06,1394561.83,1566851.415,5.0
1,2012-10-05,1670785.97,0,68.55,3.617,223.1814772,6.573,False,2012,40,10,-0.8660254037844386,0.5000000000000001,-0.992708874098054,0.1205366802553232,1437059.26,1630989.95,1530595.3800000001,4.0
1,2012-10-12,1573072.81,0,62.99,3.601,223.3812965,6.573,False,2012,41,10,-0.8660254037844386,0.5000000000000001,-0.9709418174260521,0.23931566428755738,1670785.97,1493525.93,1532850.04,3.0
1,2012-10-19,1508068.77,0,67.97,3.594,223.4257233,6.573,False,2012,42,10,-0.8660254037844386,0.5000000000000001,-0.9350162426854148,0.35460488704253557,1573072.81,1502562.78,1546761.0250000001,2.0
1,2012-10-26,1493659.74,0,69.16,3.506,223.4442513,6.573,False,2012,43,10,-0.8660254037844386,0.5000000000000001,-0.8854560256532101,0.464723172043768,1508068.77,1445249.09,1547246.7025,1.0
2,2011-02-04,1929346.23,0,38.25,2.989,212.2240646,8.028,False,2011,5,2,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564,1695371.68,2136989.46,1737250.2374999998,91.0
2,2011-02-11,2168041.61,1,33.19,3.022,212.5928624,8.028,False,2011,6,2,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011,1929346.23,2137809.5,1780074.0975,90.0
2,2011-02-18,2080884.82,0,57.83,3.045,212.9033115,8.028,False,2011,7,2,0.8660254037844386,0.5000000000000001,0.7485107481711011,0.6631226582407953,2168041.61,2124451.54,1886036.105,89.0
2,2011-02-25,1833511.08,0,60.8,3.065,213.190421,8.028,False,2011,8,2,0.8660254037844386,0.5000000000000001,0.8229838658936564,0.5680647467311559,2080884.82,1865097.27,1968411.085,88.0
2,2011-03-04,1981607.78,0,57.77,3.288,213.4775305,8.028,False,2011,9,3,1.0,6.123233995736766e-17,0.8854560256532099,0.4647231720437686,1833511.08,1991013.13,2002945.935,87.0
2,2011-03-11,1879107.31,0,52.7,3.459,213.7646401,8.028,False,2011,10,3,1.0,6.123233995736766e-17,0.9350162426854148,0.35460488704253557,1981607.78,1990483.78,2016011.3225,86.0
2,2011-03-18,1902557.66,0,62.32,3.488,214.0156238,8.028,False,2011,11,3,1.0,6.123233995736766e-17,0.970941817426052,0.23931566428755804,1879107.31,1946070.88,1943777.7475,85.0
2,2011-03-25,1766162.05,0,69.42,3.473,214.2521573,8.028,False,2011,12,3,1.0,6.123233995736766e-17,0.992708874098054,0.120536680255323,1902557.66,1750197.81,1899195.9575,84.0
2,2011-04-01,1800171.36,0,55.43,3.524,214.4886908,7.931,False,2011,13,4,0.8660254037844387,-0.4999999999999998,1.0,-1.6081226496766364e-16,1766162.05,2066187.72,1882358.7000000002,83.0
2,2011-04-08,1847552.61,0,67.0,3.622,214.7252242,7.931,False,2011,14,4,0.8660254037844387,-0.4999999999999998,0.992708874098054,-0.12053668025532288,1800171.36,1954689.21,1836999.595,82.0
2,2011-04-15,1856467.84,0,69.48,3.743,214.9420631,7.931,False,2011,15,4,0.8660254037844387,-0.4999999999999998,0.9709418174260521,-0.2393156642875575,1847552.61,1874957.94,1829110.9200000002,81.0
2,2011-04-22,1886339.6,0,69.39,3.807,215.1096657,7.931,False,2011,16,4,0.8660254037844387,-0.4999999999999998,0.9350162426854148,-0.35460488704253545,1856467.84,1821990.93,1817588.465,80.0
2,2011-04-29,1745545.28,0,69.21,3.81,215.2772683,7.931,False,2011,17,4,0.8660254037844387,-0.4999999999999998,0.8854560256532099,-0.4647231720437685,1886339.6,1802450.29,1847632.8525000003,79.0
2,2011-05-06,1837743.6,0,61.48,3.906,215.4448709,7.931,False,2011,18,5,0.49999999999999994,-0.8660254037844387,0.8229838658936565,-0.5680647467311557,1745545.28,2042581.71,1833976.3325,78.0
2,2011-05-13,1838513.07,0,74.61,3.899,215.6124735,7.931,False,2011,19,5,0.49999999999999994,-0.8660254037844387,0.7485107481711013,-0.663122658240795,1837743.6,1880752.36,1831524.08,77.0
2,2011-05-20,1688281.86,0,67.14,3.907,215.3834778,7.931,False,2011,20,5,0.49999999999999994,-0.8660254037844387,0.6631226582407952,-0.7485107481711012,1838513.07,1896937.1,1827035.3875000002,76.0
2,2011-05-27,1797732.56,0,76.42,3.786,215.1544822,7.931,False,2011,21,5,0.49999999999999994,-0.8660254037844387,0.5680647467311558,-0.8229838658936564,1688281.86,1957113.89,1777520.9525000001,75.0
2,2011-06-03,1933756.21,0,83.07,3.699,214.9254865,7.931,False,2011,22,6,1.2246467991473532e-16,-1.0,0.46472317204376906,-0.8854560256532096,1797732.56,2102539.93,1790567.7725000002,74.0
2,2011-06-10,1929153.16,0,83.4,3.648,214.6964908,7.931,False,2011,23,6,1.2246467991473532e-16,-1.0,0.35460488704253584,-0.9350162426854147,1933756.21,2025538.76,1814570.925,73.0
2,2011-06-17,1953771.99,0,86.53,3.637,214.6513538,7.931,False,2011,24,6,1.2246467991473532e-16,-1.0,0.23931566428755768,-0.970941817426052,1929153.16,2001636.96,1837230.9475,72.0
2,2011-06-24,1790925.8,0,85.17,3.594,214.7441108,7.931,False,2011,25,6,1.2246467991473532e-16,-1.0,0.12053668025532308,-0.992708874098054,1953771.99,1939927.09,1903603.48,71.0
2,2011-07-01,1866243.0,0,85.69,3.524,214.8368678,7.852,False,2011,26,7,-0.4999999999999997,-0.8660254037844388,-3.216245299353273e-16,-1.0,1790925.8,2003940.64,1901901.79,70.0
2,2011-07-08,1853161.99,0,87.7,3.48,214.9296249,7.852,False,2011,27,7,-0.4999999999999997,-0.8660254037844388,-0.12053668025532283,-0.992708874098054,1866243.0,1880902.62,1885023.4875,69.0
2,2011-07-15,1785187.29,0,89.83,3.575,215.0134426,7.852,False,2011,28,7,-0.4999999999999997,-0.8660254037844388,-0.23931566428755743,-0.9709418174260521,1853161.99,1845879.79,1866025.6949999998,68.0
2,2011-07-22,1743816.41,0,89.34,3.651,215.0749122,7.852,False,2011,29,7,-0.4999999999999997,-0.8660254037844388,-0.3546048870425356,-0.9350162426854148,1785187.29,1781717.71,1823879.52,67.0
2,2011-07-29,1680693.06,0,90.07,3.682,215.1363819,7.852,False,2011,30,7,-0.4999999999999997,-0.8660254037844388,-0.46472317204376806,-0.8854560256532101,1743816.41,1804246.16,1812102.1724999999,66.0
2,2011-08-05,1876704.26,0,93.34,3.684,215.1978515,7.852,False,2011,31,8,-0.8660254037844384,-0.5000000000000004,-0.5680647467311556,-0.8229838658936565,1680693.06,1991909.98,1765714.6875,65.0
2,2011-08-12,1812768.26,0,91.58,3.638,215.2593211,7.852,False,2011,32,8,-0.8660254037844384,-0.5000000000000004,-0.663122658240795,-0.7485107481711013,1876704.26,1895601.05,1771600.255,64.0
2,2011-08-19,1844094.59,0,89.86,3.554,215.3229307,7.852,False,2011,33,8,-0.8660254037844384,-0.5000000000000004,-0.7485107481711011,-0.6631226582407952,1812768.26,1964335.23,1778495.4975,63.0
2,2011-08-26,1821139.91,0,90.45,3.523,215.386897,7.852,False,2011,34,8,-0.8660254037844384,-0.5000000000000004,-0.8229838658936564,-0.5680647467311559,1844094.59,1863840.49,1803565.0425,62.0
2,2011-09-02,1809119.7,0,89.64,3.533,215.4508632,7.852,False,2011,35,9,-1.0,-1.8369701987210297e-16,-0.8854560256532096,-0.4647231720437691,1821139.91,1904608.09,1838676.755,61.0
2,2011-09-09,1748000.65,1,77.97,3.546,215.5148295,7.852,False,2011,36,9,-1.0,-1.8369701987210297e-16,-0.9350162426854147,-0.3546048870425359,1809119.7,1839128.83,1821780.615,60.0
2,2011-09-16,1691439.52,0,78.85,3.526,215.6944378,7.852,False,2011,37,9,-1.0,-1.8369701987210297e-16,-0.970941817426052,-0.23931566428755774,1748000.65,1793903.6,1805588.7125,59.0
2,2011-09-23,1669299.78,0,75.58,3.467,216.0282356,7.852,False,2011,38,9,-1.0,-1.8369701987210297e-16,-0.992708874098054,-0.12053668025532357,1691439.52,1724557.22,1767424.945,58.0
2,2011-09-30,1650394.44,0,78.14,3.355,216.3620333,7.852,False,2011,39,9,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,1669299.78,1827440.43,1729464.9125,57.0
2,2011-10-07,1837553.43,0,69.92,3.285,216.6958311,7.441,False,2011,40,10,-0.8660254037844386,0.5000000000000001,-0.992708874098054,0.1205366802553232,1650394.44,1849921.44,1689783.5975,56.0
2,2011-10-14,1743882.19,0,71.67,3.274,217.0048261,7.441,False,2011,41,10,-0.8660254037844386,0.5000000000000001,-0.9709418174260521,0.23931566428755738,1837553.43,1794355.49,1712171.7925,55.0
2,2011-10-21,1834680.25,0,64.53,3.353,217.1650042,7.441,False,2011,42,10,-0.8660254037844386,0.5000000000000001,-0.9350162426854148,0.35460488704253557,1743882.19,1737947.64,1725282.46,54.0
2,2011-10-28,1769296.25,0,65.87,3.372,217.3251824,7.441,False,2011,43,10,-0.8660254037844386,0.5000000000000001,-0.8854560256532101,0.464723172043768,1834680.25,1802755.11,1766627.5775,53.0
2,2011-11-04,1959707.9,0,55.53,3.332,217.4853605,7.441,False,2011,44,11,-0.5000000000000004,0.8660254037844384,-0.822983865893657,0.5680647467311548,1769296.25,1939061.41,1796353.03,52.0
2,2011-11-11,1920725.15,0,59.33,3.297,217.6455387,7.441,False,2011,45,11,-0.5000000000000004,0.8660254037844384,-0.7485107481711011,0.6631226582407952,1959707.9,1916812.74,1826891.6475,51.0
